LS-Nr.,Hausnr.,S-Bahnring,lat,lon,number,amount,lamp,name_lamp,picture,installed,bulb,brand,name_bulb,comparison,color,watt,energy_consumption,lifespan,lumen_per_watt,lumen,energy_efficiency,switching,structural_system,height,Column 26
42616-2110305-00,106,,52.552160660656774,13.414146123984422,01,1.0,SEM*SX67006-9*URBI-1*NAV-E100* SKL2,Semperlux Urbi 1,Ja,21.03.1995,NAV-E50 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",50,58,28000,77,4000,A,01 GANZNACHT,"Gerader Mast*3,5*0,8*76*zyl.abges",3.5,
42616-2110306-00,,,52.55139225798718,13.414116674657782,01,1.0,SEM*SX67006-9*URBI-1*NAV-E100* SKL2,Semperlux Urbi 1,Ja,21.03.1995,NAV-E50 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",50,58,28000,77,4000,A,01 GANZNACHT,"Gerader Mast*3,5*0,8*76*zyl.abges",3.5,
42616-2110307-00,109,,52.55139653889185,13.413998713100433,01,1.0,SEM*SX67006-9*URBI-1*NAV-E100* SKL2,Semperlux Urbi 1,Ja,21.03.1995,NAV-E50 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",50,58,28000,77,4000,A,01 GANZNACHT,"Gerader Mast*3,5*0,8*76*zyl.abges",3.5,
42616-2110308-00,83,,52.55084391753925,13.414027190580136,01,1.0,SEM*SX67006-9*URBI-1*NAV-E100* SKL2,Semperlux Urbi 1,Ja,21.03.1995,NAV-E50 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",50,58,28000,77,4000,A,01 GANZNACHT,"Gerader Mast*3,5*0,8*76*zyl.abges",3.5,
42616-2110309-00,1,,52.55053803899832,13.413840708270017,01,1.0,SEM*SX67220-9V*URBI* NAV-E50/70*SKL2,Semperlux Urbi,Nein,22.04.2005,NAV-E50 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",50,58,28000,77,4000,A,01 GANZNACHT,"Gerader Mast*3,5*0,8*76*zyl.abges",3.5,
42616-2110310-00,116,,52.54974950283689,13.413859274604633,01,1.0,SEM*SX67220-9V*URBI* NAV-E50/70*SKL2,Semperlux Urbi,Nein,21.03.1995,NAV-E50 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",50,58,28000,77,4000,A,01 GANZNACHT,"Gerader Mast*3,5*0,8*76*zyl.abges",3.5,
42616-2110311-00,116,,52.54976491024422,13.413682295215095,01,1.0,SEM*SX67220-9V*URBI* NAV-E50/70*SKL2,Semperlux Urbi,Nein,21.03.1995,NAV-E50 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",50,58,28000,77,4000,A,01 GANZNACHT,"Gerader Mast*3,5*0,8*76*zyl.abges",3.5,
42616-2110312-00,70,,52.54756945901001,13.41341286490272,01,1.0,SEM*SX67006-9*URBI-1*NAV-E100* SKL2,Semperlux Urbi 1,Ja,21.03.1995,NAV-E50 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",50,58,28000,77,4000,A,01 GANZNACHT,"Gerader Mast*3,5*0,8*76*zyl.abges",3.5,
42616-2110313-00,,,52.54773122218581,13.413415764208374,01,1.0,SEM*SX67006-9*URBI-1*NAV-E100* SKL2,Semperlux Urbi 1,Ja,21.03.1995,NAV-E50 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",50,58,28000,77,4000,A,01 GANZNACHT,"Gerader Mast*3,5*0,8*76*zyl.abges",3.5,
42616-2110314-00,60,,52.545389245987835,13.412874371249588,01,1.0,SEM*SX67006-9*URBI-1*NAV-E100* SKL2,Semperlux Urbi 1,Ja,21.03.1995,NAV-E50 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",50,58,28000,77,4000,A,01 GANZNACHT,"Gerader Mast*3,5*0,8*76*zyl.abges",3.5,
42616-2110315-00,2,,52.54528786781892,13.412720089218807,01,1.0,SEM*SX67006-9*URBI-1*NAV-E100* SKL2,Semperlux Urbi 1,Ja,21.03.1995,NAV-E50 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",50,58,28000,77,4000,A,01 GANZNACHT,"Gerader Mast*3,5*0,8*76*zyl.abges",3.5,
42616-2110316-00,133A,,52.5445056502097,13.412506482711514,01,1.0,SEM*SX67006-9*URBI-1*NAV-E100* SKL2,Semperlux Urbi 1,Ja,21.03.1995,NAV-E50 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",50,58,28000,77,4000,A,01 GANZNACHT,"Gerader Mast*3,5*0,8*76*zyl.abges",3.5,
42616-2110317-00,,,52.54322014246193,13.412269546996965,01,1.0,SEM*SX67006-9*URBI-1*NAV-E100* SKL2,Semperlux Urbi 1,Ja,21.03.1995,NAV-E50 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",50,58,28000,77,4000,A,01 GANZNACHT,"Gerader Mast*3,5*0,8*76*zyl.abges",3.5,
42616-2110318-00,2,,52.542777391043124,13.412179586311137,01,1.0,SEM*SX67006-9*URBI-1*NAV-E100* SKL2,Semperlux Urbi 1,Ja,21.03.1995,NAV-E50 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",50,58,28000,77,4000,A,01 GANZNACHT,"Gerader Mast*3,5*0,8*76*zyl.abges",3.5,
42616-2110320-00,45,,52.54075555647084,13.412257633165533,01,1.0,SEM*SX67006-9*URBI-1*NAV-E100* SKL2,Semperlux Urbi 1,Ja,02.10.1998,NAV-E50 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",50,58,28000,77,4000,A,01 GANZNACHT,"Gerader Mast*3,5*0,8*76*zyl.abges",3.5,
42616-2110321-00,44B,,52.54055302593498,13.412074385224859,01,1.0,SEM*SX67006-9*URBI-1*NAV-E100* SKL2,Semperlux Urbi 1,Ja,02.10.1998,NAV-E50 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",50,58,28000,77,4000,A,01 GANZNACHT,"Gerader Mast*3,5*0,8*76*zyl.abges",3.5,
42616-2110322-00,43A,,52.54021396023385,13.412171845252198,01,1.0,SEM*SX67006-9*URBI-1*NAV-E100* SKL2,Semperlux Urbi 1,Ja,12.10.1998,NAV-E50 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",50,58,28000,77,4000,A,01 GANZNACHT,"Gerader Mast*3,5*0,8*76*zyl.abges",3.5,
42616-2110324-00,20,,52.533159540277076,13.412811423809059,01,1.0,SEM*SX67006-9*URBI-1*NAV-E100* SKL2,Semperlux Urbi 1,Ja,22.09.1998,NAV-E50 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",50,58,28000,77,4000,A,01 GANZNACHT,"Gerader Mast*3,5*0,8*76*zyl.abges",3.5,
42616-2110325-00,45,,52.53272791483266,13.412662478330635,01,1.0,SEM*SX67006-9*URBI-1*NAV-E100* SKL2,Semperlux Urbi 1,Ja,22.09.1998,NAV-E50 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",50,58,28000,77,4000,A,01 GANZNACHT,"Gerader Mast*3,5*0,8*76*zyl.abges",3.5,
luxData - Neumann01,,,,,,,,,,,,,,,,,,,,,,,,,
